parameter,rhat_pct,max_rhat,min_rhat,mean_ess,model_name,league
sigma_t,1,1.002586455921422,1.002586455921422,1173.5637016803566,model_2,NM
theta,1,1.0198693477446612,0.9999253443455968,795.7889021815442,model_2,NM
alpha,1,1.0016608549063148,0.9995632401683748,5046.553688979491,model_3,NM
sigma_a,1,1.001897792697124,1.001897792697124,2970.9278916411326,model_3,NM
sigma_m,1,1.001445388928514,1.001445388928514,3359.134475447041,model_3,NM
sigma_t,1,1.0051968131847104,1.0051968131847104,1235.4308664160974,model_3,NM
theta,1,1.020419450603702,0.9995253805493848,713.1926483423907,model_3,NM
alpha,1,0.9995823943030608,0.9995823943030608,4676.418686987438,model_1,NV
sigma_a,1,1.0001408247986634,1.0001408247986634,4969.107404632786,model_1,NV
sigma_m,1,1.000349621092892,1.000349621092892,5626.379538512177,model_1,NV
sigma_t,1,1.000679966184444,1.000679966184444,3255.687666426223,model_1,NV
theta,1,1.0145053432457964,0.9998044514746872,919.6141696054034,model_1,NV
alpha_intercept,1,1.0003164352709355,1.0003164352709355,3152.179183790031,model_2,NV
alpha_trend,1,1.000024663919159,1.000024663919159,3110.0540257236503,model_2,NV
sigma_ai,1,0.9994839718670592,0.9994839718670592,5006.786517960964,model_2,NV
sigma_at,1,1.0002606031858647,1.0002606031858647,5878.879616398469,model_2,NV
sigma_m,1,0.9996287039348952,0.9996287039348952,4552.063744570111,model_2,NV
sigma_t,1,1.0012161839967608,1.0012161839967608,2562.1954983296896,model_2,NV
theta,1,1.0099276408858662,0.999825007112432,1152.2317011895702,model_2,NV
alpha,1,1.0009349535237595,0.999535038524953,6356.1778893128785,model_3,NV
sigma_a,1,1.000595516887749,1.000595516887749,3330.367689628647,model_3,NV
sigma_m,1,0.999944370798724,0.999944370798724,5297.986823428461,model_3,NV
sigma_t,1,1.0002158405780437,1.0002158405780437,4098.262127676384,model_3,NV
theta,1,1.01151078373166,0.9996915935096612,1125.7990954224176,model_3,NV
alpha,1,0.9995885286668588,0.9995885286668588,9052.255248744565,model_1,NY
sigma_a,1,0.999925224538982,0.999925224538982,7606.618895893112,model_1,NY
sigma_m,1,1.0004114110995708,1.0004114110995708,5950.4863761545685,model_1,NY
sigma_t,1,1.000249595898172,1.000249595898172,4413.526486111542,model_1,NY
theta,1,1.0103251208163178,0.9993899965769458,2310.494713494418,model_1,NY
alpha_intercept,1,1.0004248177847794,1.0004248177847794,4162.4281834606745,model_2,NY
alpha_trend,1,0.9999050349338018,0.9999050349338018,4502.7195406863675,model_2,NY
sigma_ai,1,0.9999515888542116,0.9999515888542116,6784.912855690755,model_2,NY
sigma_at,1,1.0002778245543995,1.0002778245543995,6817.28479447289,model_2,NY
sigma_m,1,0.9999888663555786,0.9999888663555786,6333.270210394356,model_2,NY
sigma_t,1,1.0002823584646257,1.0002823584646257,4381.977048301267,model_2,NY
theta,1,1.0115198011563522,0.999411574797283,1985.3643824380729,model_2,NY
alpha,1,1.0001645977761362,0.9994654276198152,8956.841175958942,model_3,NY
sigma_a,1,0.9999866800678132,0.9999866800678132,6528.025399515662,model_3,NY
sigma_m,1,1.0002059551972569,1.0002059551972569,4833.983156419712,model_3,NY
sigma_t,1,1.000424539798897,1.000424539798897,4648.551459537853,model_3,NY
theta,1,1.0058830234629308,0.9993748397289745,2938.6058598591853,model_3,NY
alpha,1,0.9995181109466912,0.9995181109466912,11363.029518130948,model_1,OH
sigma_a,1,0.9998651235334168,0.9998651235334168,8122.356270824666,model_1,OH
sigma_m,1,1.0013147144465775,1.0013147144465775,3626.921802614507,model_1,OH
sigma_t,1,1.000979175232486,1.000979175232486,2324.6463405560817,model_1,OH
theta,1,1.0050047507195392,0.9993668844199386,4369.716479328512,model_1,OH
alpha_intercept,1,1.0005807379430096,1.0005807379430096,4926.349558456964,model_2,OH
alpha_trend,1,1.0014188060717089,1.0014188060717089,4807.469965065559,model_2,OH
sigma_ai,1,1.000090156392266,1.000090156392266,8340.554774592167,model_2,OH
sigma_at,1,0.9997462874036366,0.9997462874036366,6297.648313572889,model_2,OH
sigma_m,1,0.9999778043430236,0.9999778043430236,4590.657829348706,model_2,OH
sigma_t,1,1.0006445299495428,1.0006445299495428,2423.8905601018746,model_2,OH
theta,1,1.0051846292011508,0.9993741389170936,3674.691174088809,model_2,OH
alpha,1,0.9999985143561032,0.9994467871111395,11146.572483744738,model_3,OH
sigma_a,1,1.0000598949441195,1.0000598949441195,7156.84244046317,model_3,OH
sigma_m,1,1.0002563866750165,1.0002563866750165,4265.61506210487,model_3,OH
sigma_t,1,1.000793914461713,1.000793914461713,3740.1853855240784,model_3,OH
theta,1,1.004543010916901,0.9993412970297032,4444.039097913534,model_3,OH
alpha,1,1.000030324059054,1.000030324059054,9425.619525872587,model_1,OK
sigma_a,1,0.9998688906369058,0.9998688906369058,7070.2676399556385,model_1,OK
sigma_m,1,0.999661487211078,0.999661487211078,4775.98103284785,model_1,OK
sigma_t,1,0.9998821573798672,0.9998821573798672,5564.428375892775,model_1,OK
theta,1,1.002179324627097,0.9993817171382584,5806.520087340741,model_1,OK
alpha_intercept,1,1.0000110126766668,1.0000110126766668,4680.898203490713,model_2,OK
alpha_trend,1,0.9999872955145748,0.9999872955145748,4721.719319491327,model_2,OK
sigma_ai,1,1.000077300545429,1.000077300545429,5916.382548680936,model_2,OK
sigma_at,1,0.9995134403934136,0.9995134403934136,5533.8030908795,model_2,OK
sigma_m,1,1.0000119036128114,1.0000119036128114,4659.253982577863,model_2,OK
sigma_t,1,1.000011715193044,1.000011715193044,4623.847312629275,model_2,OK
theta,1,1.0055349707625667,0.9993687750572544,3951.085676470223,model_2,OK
alpha,1,1.0001552370199105,0.9994814820392998,8429.950170271723,model_3,OK
sigma_a,1,1.0001521149912287,1.0001521149912287,6472.796248732815,model_3,OK
sigma_m,1,1.0001093268496593,1.0001093268496593,4498.841255235143,model_3,OK
sigma_t,1,0.9996003489057348,0.9996003489057348,6055.778654849947,model_3,OK
theta,1,1.0026596219405206,0.9993455964749672,5390.701070351929,model_3,OK
alpha,1,0.9999628392608496,0.9999628392608496,6590.1707800547565,model_1,OR
sigma_a,1,0.9997016305680804,0.9997016305680804,5797.192156537244,model_1,OR
sigma_m,1,1.0005342214594453,1.0005342214594453,4554.7848718807045,model_1,OR
sigma_t,1,1.0001776142230638,1.0001776142230638,3176.1809482275635,model_1,OR
theta,1,1.007636987193678,0.9994318035791592,1669.0853216016603,model_1,OR
alpha_intercept,1,1.0004584337867402,1.0004584337867402,2664.4219257797467,model_2,OR
alpha_trend,1,1.0003917655275438,1.0003917655275438,2637.3977231145413,model_2,OR
sigma_ai,1,1.0003415437542502,1.0003415437542502,4974.08035695761,model_2,OR
sigma_at,1,0.9995857096632408,0.9995857096632408,5275.477509303329,model_2,OR
sigma_m,1,0.999929082049276,0.999929082049276,4304.51278488452,model_2,OR
sigma_t,1,1.0013814275047623,1.0013814275047623,2800.1100004232535,model_2,OR
theta,1,1.0086901910996708,0.9993989584830166,1650.1400280891849,model_2,OR
alpha,1,1.0008982328131817,0.9996553900803004,5076.88635023169,model_3,OR
sigma_a,1,1.0009541042535977,1.0009541042535977,3705.8141175693554,model_3,OR
sigma_m,1,1.0000183715703266,1.0000183715703266,4200.786711127926,model_3,OR
sigma_t,1,0.9998180653779732,0.9998180653779732,2586.1528021536847,model_3,OR
theta,1,1.0093094296056615,0.9994440229988713,1443.869698622826,model_3,OR
alpha,1,1.0000132175932115,1.0000132175932115,10045.882275884458,model_1,PA
sigma_a,1,0.9995277971086624,0.9995277971086624,7743.790938809431,model_1,PA
sigma_m,1,0.9995918140137268,0.9995918140137268,4641.712154863378,model_1,PA
sigma_t,1,1.000743055414992,1.000743055414992,4041.789189184704,model_1,PA
theta,1,1.0066072372844792,0.9993779294447844,3402.007682755379,model_1,PA
alpha_intercept,1,0.9999679344459756,0.9999679344459756,3648.793063505983,model_2,PA
alpha_trend,1,1.0001658470561483,1.0001658470561483,3521.58990698824,model_2,PA
sigma_ai,1,0.9999506748783384,0.9999506748783384,7878.460821049935,model_2,PA
sigma_at,1,1.0003096073662416,1.0003096073662416,6796.022708510511,model_2,PA
sigma_m,1,1.000099406147044,1.000099406147044,4651.196419320622,model_2,PA
sigma_t,1,1.000196453760395,1.000196453760395,4098.33161856144,model_2,PA
theta,1,1.0060200939014408,0.9993864811649396,2848.417063617003,model_2,PA
alpha,1,1.000271926171234,0.9994013489992752,9492.640050475742,model_3,PA
sigma_a,1,1.0000072603794543,1.0000072603794543,6421.173899565032,model_3,PA
sigma_m,1,0.999689922040232,0.999689922040232,4766.0240872059485,model_3,PA
sigma_t,1,1.0000701261412248,1.0000701261412248,4009.6674018404583,model_3,PA
theta,1,1.005550257096555,0.9993748203726718,3340.441271480012,model_3,PA
alpha,1,0.9996208396904366,0.9996208396904366,10950.874554538615,model_1,RI
sigma_a,1,1.0001441236173798,1.0001441236173798,7570.224104032257,model_1,RI
sigma_m,1,0.9999199388456173,0.9999199388456173,6416.930555303847,model_1,RI
sigma_t,1,1.000761832645939,1.000761832645939,3664.2715962044567,model_1,RI
theta,1,1.0049505172262925,0.9995070833270212,2456.8731652158303,model_1,RI
alpha_intercept,1,1.0002944274140462,1.0002944274140462,2825.0081434307413,model_2,RI
alpha_trend,1,1.0012335750557515,1.0012335750557515,2823.058570171991,model_2,RI
sigma_ai,1,0.999596273395642,0.999596273395642,5540.409348209978,model_2,RI
sigma_at,1,0.9997806969295828,0.9997806969295828,5668.421932598237,model_2,RI
sigma_m,1,1.0002225509888685,1.0002225509888685,3898.471996137448,model_2,RI
sigma_t,1,1.0013796348236113,1.0013796348236113,1975.9209025770936,model_2,RI
theta,1,1.0076935093624666,0.999661121042618,1522.451875889436,model_2,RI
alpha,1,1.0007384113524322,0.9994688566163936,6778.352226164381,model_3,RI
sigma_a,1,1.0015059497469976,1.0015059497469976,1665.49885033552,model_3,RI
sigma_m,1,1.0000950411984009,1.0000950411984009,6143.080548397273,model_3,RI
sigma_t,1,0.9998765691065384,0.9998765691065384,3643.6189073555106,model_3,RI
theta,1,1.0051701723445623,0.9994242646892364,2330.7499095247035,model_3,RI
alpha,1,0.9998008785744048,0.9998008785744048,5129.176252250633,model_1,SC
sigma_a,1,0.9999675533229072,0.9999675533229072,5441.766314881583,model_1,SC
sigma_m,1,0.9996606052900902,0.9996606052900902,4137.860837707975,model_1,SC
sigma_t,1,1.0013457294527683,1.0013457294527683,1602.6928862534912,model_1,SC
theta,1,1.010031589915576,0.9994906484624064,1968.8796165124063,model_1,SC
alpha_intercept,1,1.0002292276429776,1.0002292276429776,3220.3916678921823,model_2,SC
alpha_trend,1,1.000818657651254,1.000818657651254,3249.069189368233,model_2,SC
sigma_ai,1,0.9999644244384508,0.9999644244384508,5431.617465201057,model_2,SC
sigma_at,1,1.0005617748845017,1.0005617748845017,5060.542192016937,model_2,SC
sigma_m,1,0.9997302758254326,0.9997302758254326,4302.970945569251,model_2,SC
sigma_t,1,1.0004207201996502,1.0004207201996502,1427.71730714787,model_2,SC
theta,1,1.0119390343632635,0.9993929070495396,1757.081696876457,model_2,SC
alpha,1,1.001532768895705,0.9995112958614358,5688.865089887921,model_3,SC
sigma_a,1,1.0002244405830154,1.0002244405830154,4400.396918785684,model_3,SC
sigma_m,1,1.000087141849456,1.000087141849456,4728.535530973383,model_3,SC
sigma_t,1,1.0017600137174036,1.0017600137174036,2946.7967212670405,model_3,SC
theta,1,1.011707058392126,0.9994194512691784,2520.3854162073512,model_3,SC
alpha,1,0.9996104313986248,0.9996104313986248,5751.352761225482,model_1,SD
sigma_a,1,1.000382600111387,1.000382600111387,5906.400849161988,model_1,SD
sigma_m,1,1.0000612857884978,1.0000612857884978,3915.8091759608583,model_1,SD
sigma_t,1,1.0024829941998463,1.0024829941998463,2160.839350269105,model_1,SD
theta,1,1.0180551164493796,0.9998770980320942,914.6620613536102,model_1,SD
alpha_intercept,1,1.0001547441626035,1.0001547441626035,2830.4941860594504,model_2,SD
alpha_trend,1,1.0000129533544142,1.0000129533544142,2847.5217328821604,model_2,SD
sigma_ai,1,1.0006656053674396,1.0006656053674396,4943.360606537972,model_2,SD
sigma_at,1,0.9997855846599224,0.9997855846599224,5897.116959948401,model_2,SD
sigma_m,1,1.0005336109816714,1.0005336109816714,4070.4003054598406,model_2,SD
sigma_t,1,1.0002743147864623,1.0002743147864623,2333.460745473448,model_2,SD
theta,1,1.0161991214850394,0.9996294424665776,891.3377685944695,model_2,SD
alpha,1,1.0004269312044487,0.9994690781323822,6988.809452534121,model_3,SD
sigma_a,1,1.0006476075487565,1.0006476075487565,2928.5054009517253,model_3,SD
sigma_m,1,1.000207277988712,1.000207277988712,4425.509929551414,model_3,SD
sigma_t,1,1.001493315774378,1.001493315774378,2820.5964636777703,model_3,SD
theta,1,1.0135773964487522,0.9996379228273156,1106.3922176336912,model_3,SD
alpha,1,0.9995637524399628,0.9995637524399628,8424.985654517366,model_1,TN
sigma_a,1,0.9995358754788728,0.9995358754788728,6462.184581777603,model_1,TN
sigma_m,1,1.000129900492542,1.000129900492542,4821.746979028563,model_1,TN
sigma_t,1,0.9997010820460924,0.9997010820460924,5623.26447005804,model_1,TN
theta,1,1.002572972786033,0.999358827640218,5184.539192104323,model_1,TN
alpha_intercept,1,0.999749412001482,0.999749412001482,7369.712286531323,model_2,TN
alpha_trend,1,0.9999735780007688,0.9999735780007688,6841.378573263962,model_2,TN
sigma_ai,1,1.0005222691240911,1.0005222691240911,7166.001210903739,model_2,TN
sigma_at,1,1.0009583708648635,1.0009583708648635,5649.034843569437,model_2,TN
sigma_m,1,1.0001812058038495,1.0001812058038495,4924.903920685686,model_2,TN
sigma_t,1,0.9997843122489598,0.9997843122489598,5835.278488254177,model_2,TN
theta,1,1.0034671085845013,0.9993614204131712,5177.4493714277305,model_2,TN
alpha,1,1.0001191753834942,0.9994208111955628,13272.41188246322,model_3,TN
sigma_a,1,0.9995250855427176,0.9995250855427176,9890.633815693536,model_3,TN
sigma_m,1,1.0005908140586368,1.0005908140586368,5094.524834217585,model_3,TN
sigma_t,1,1.0001503339444269,1.0001503339444269,5730.014652478443,model_3,TN
theta,1,1.0034380953889843,0.9993616727866697,4583.398093250998,model_3,TN
alpha,1,0.9995213892145736,0.9995213892145736,9465.090781736686,model_1,TX
sigma_a,1,0.9998053301151136,0.9998053301151136,7391.496611490677,model_1,TX
sigma_m,1,1.0013067597747447,1.0013067597747447,3397.189399402101,model_1,TX
sigma_t,1,1.0003965756807702,1.0003965756807702,1664.9934977832074,model_1,TX
theta,1,1.004637379113971,0.9993819812466688,3831.4132373598873,model_1,TX
alpha_intercept,1,1.0020443858840231,1.0020443858840231,3843.2661677737383,model_2,TX
alpha_trend,1,1.0023740428961243,1.0023740428961243,3833.030155499429,model_2,TX
sigma_ai,1,0.999725391942233,0.999725391942233,5784.1079712435485,model_2,TX
sigma_at,1,0.9997935646202668,0.9997935646202668,6639.259337997474,model_2,TX
sigma_m,1,1.0003409328618005,1.0003409328618005,3197.212392718661,model_2,TX
sigma_t,1,1.001367253707101,1.001367253707101,1612.5525163871512,model_2,TX
theta,1,1.0075311534070428,0.9993626643514216,3308.447037519836,model_2,TX
alpha,1,1.0003737804915864,0.9994699222847018,8694.616577549436,model_3,TX
sigma_a,1,0.9998738099410156,0.9998738099410156,5900.735951755212,model_3,TX
sigma_m,1,0.999949664933402,0.999949664933402,3387.5957574773447,model_3,TX
sigma_t,1,1.0010480359636749,1.0010480359636749,1747.230505688038,model_3,TX
theta,1,1.0065916351564708,0.9993691623928888,3723.2122841647065,model_3,TX
alpha,1,1.000387410412909,1.000387410412909,6342.63455600868,model_1,UT
sigma_a,1,0.9997087811607906,0.9997087811607906,6337.679625094536,model_1,UT
sigma_m,1,1.000878891586997,1.000878891586997,4587.6438153317,model_1,UT
sigma_t,1,1.0030744546700012,1.0030744546700012,1424.945518262718,model_1,UT
theta,1,1.0083637140538635,0.9994784772560966,1451.8154691695922,model_1,UT
alpha_intercept,1,1.000613122550016,1.000613122550016,1703.0158524426222,model_2,UT
alpha_trend,1,1.0003014289336358,1.0003014289336358,2032.733385519821,model_2,UT
sigma_ai,1,1.0010187208742236,1.0010187208742236,5576.920390877187,model_2,UT
sigma_at,1,1.0007478761466566,1.0007478761466566,4966.475980485213,model_2,UT
sigma_m,1,1.0015925569182649,1.0015925569182649,2646.071753051156,model_2,UT
sigma_t,1,1.0040430874070727,1.0040430874070727,1216.7851150433478,model_2,UT
theta,1,1.0176490378226128,0.9994690945655592,1133.7329694682007,model_2,UT
alpha,1,1.0003608632067396,0.9995432420259304,6149.353760953966,model_3,UT
sigma_a,1,1.000079736314927,1.000079736314927,4077.2274815976766,model_3,UT
sigma_m,1,1.0002978885855436,1.0002978885855436,3469.714964448753,model_3,UT
sigma_t,1,1.0015136653428756,1.0015136653428756,1199.358428402904,model_3,UT
theta,1,1.0114704312885714,0.9996253529195024,1426.1091059968885,model_3,UT
alpha,1,0.9994814941228174,0.9994814941228174,6359.02735344704,model_1,VA
sigma_a,1,0.9999858611286452,0.9999858611286452,5159.379179707983,model_1,VA
sigma_m,1,1.000015658515565,1.000015658515565,4167.7791292113625,model_1,VA
sigma_t,1,1.0018921794395634,1.0018921794395634,3228.9543444566,model_1,VA
theta,1,1.0079816190125157,0.9993720206537454,3175.3464485502527,model_1,VA
alpha_intercept,1,1.0002004361088574,1.0002004361088574,6745.149360742065,model_2,VA
alpha_trend,1,1.000012852095488,1.000012852095488,6874.592934925935,model_2,VA
sigma_ai,1,1.000011750435003,1.000011750435003,6599.758411709998,model_2,VA
sigma_at,1,1.0003459893115405,1.0003459893115405,5948.869559375969,model_2,VA
sigma_m,1,0.9995900994248764,0.9995900994248764,5258.842575917657,model_2,VA
sigma_t,1,1.000065756391812,1.000065756391812,5605.044024124677,model_2,VA
theta,1,1.0036291226074945,0.9993924163276384,4718.895686867037,model_2,VA
alpha,1,0.9998999071519116,0.999392005852324,9841.35951120517,model_3,VA
sigma_a,1,0.999838244457126,0.999838244457126,5726.396438287828,model_3,VA
sigma_m,1,0.9995354859000888,0.9995354859000888,4094.894707353756,model_3,VA
sigma_t,1,0.9996690174080568,0.9996690174080568,5582.898243614427,model_3,VA
theta,1,1.0033587355300888,0.9993420243692072,4084.3332692015906,model_3,VA
alpha,1,0.9997930626979064,0.9997930626979064,10132.280637707796,model_1,VT
sigma_a,1,1.0001801217868145,1.0001801217868145,6763.140367099174,model_1,VT
sigma_m,1,1.0001794399484905,1.0001794399484905,5398.287029617221,model_1,VT
sigma_t,1,1.000192191414633,1.000192191414633,4005.213173787139,model_1,VT
theta,1,1.0055215352225408,0.9995498150806632,2249.303189960988,model_1,VT
alpha_intercept,1,0.999708821422901,0.999708821422901,3544.894969792808,model_2,VT
alpha_trend,1,0.9996528852656412,0.9996528852656412,3780.828884568269,model_2,VT
sigma_ai,1,0.9996116398981768,0.9996116398981768,6297.625478716287,model_2,VT
sigma_at,1,0.9996730130184404,0.9996730130184404,7149.30954038224,model_2,VT
sigma_m,1,1.0000278450684674,1.0000278450684674,5046.3396813402915,model_2,VT
sigma_t,1,1.000127040607161,1.000127040607161,3605.0022215795857,model_2,VT
theta,1,1.0047821253765363,0.9994791799382294,2115.0406894977077,model_2,VT
alpha,1,1.0005668731551205,0.9994644046143591,7690.896541049544,model_3,VT
sigma_a,1,1.0008214708589092,1.0008214708589092,4757.746992739468,model_3,VT
sigma_m,1,0.9995505420282312,0.9995505420282312,4837.059900545063,model_3,VT
sigma_t,1,1.0001229966127003,1.0001229966127003,4314.505645359284,model_3,VT
theta,1,1.0045620036553826,0.999452103050199,2927.0650297886723,model_3,VT
alpha,1,1.0003189412564926,1.0003189412564926,6105.729597181799,model_1,WA
sigma_a,1,0.99968760703786,0.99968760703786,6286.603012243712,model_1,WA
sigma_m,1,0.9998700883975092,0.9998700883975092,3729.1910639601742,model_1,WA
sigma_t,1,1.000209183972024,1.000209183972024,4284.502559098808,model_1,WA
theta,1,1.0059311228044066,0.9994086174466555,3831.817161053157,model_1,WA
alpha_intercept,1,1.000643264406608,1.000643264406608,5356.553431953916,model_2,WA
alpha_trend,1,1.0000700685379162,1.0000700685379162,5680.275366194214,model_2,WA
sigma_ai,1,0.999716929212076,0.999716929212076,7110.494198994423,model_2,WA
sigma_at,1,0.9995382019372102,0.9995382019372102,5814.187797667054,model_2,WA
sigma_m,1,1.0003359324137855,1.0003359324137855,5069.079079716948,model_2,WA
sigma_t,1,1.0000548415432131,1.0000548415432131,5379.295650119561,model_2,WA
theta,1,1.0028216650647297,0.9993938216763516,5124.332833033171,model_2,WA
alpha,1,1.001310231305792,0.9994779922532552,6262.4877260234225,model_3,WA
sigma_a,1,0.9997378069217726,0.9997378069217726,4507.633250291238,model_3,WA
sigma_m,1,0.9999564520062092,0.9999564520062092,4518.298965050122,model_3,WA
sigma_t,1,0.9998885606543654,0.9998885606543654,4801.724825885039,model_3,WA
theta,1,1.0065618668183849,0.9993613279742048,4143.491615927713,model_3,WA
alpha,1,0.9997058371025982,0.9997058371025982,14212.875422558162,model_1,WI
sigma_a,1,0.999919447176096,0.999919447176096,8639.629301294548,model_1,WI
sigma_m,1,1.0005695113462487,1.0005695113462487,5480.516170148281,model_1,WI
sigma_t,1,1.0001125596568154,1.0001125596568154,4387.887856780065,model_1,WI
theta,1,1.003793347932325,0.9994035779801658,4304.061339090787,model_1,WI
alpha_intercept,1,1.0000493352230917,1.0000493352230917,4727.560830687665,model_2,WI
alpha_trend,1,1.000302757174546,1.000302757174546,4574.124507426358,model_2,WI
sigma_ai,1,0.999781076909848,0.999781076909848,6615.862256788921,model_2,WI
sigma_at,1,1.0002061209869404,1.0002061209869404,6619.592624423954,model_2,WI
sigma_m,1,0.9996741717371004,0.9996741717371004,5390.4121549525025,model_2,WI
sigma_t,1,1.0002297085319096,1.0002297085319096,3110.2205452737767,model_2,WI
theta,1,1.0065516768476488,0.9993888650701932,3101.062333853393,model_2,WI
alpha,1,1.0000251700787204,0.999401540942968,12594.230191273544,model_3,WI
sigma_a,1,0.9996950165496382,0.9996950165496382,7848.30381693593,model_3,WI
sigma_m,1,1.0005995147280746,1.0005995147280746,4705.868879355559,model_3,WI
sigma_t,1,1.000605399596502,1.000605399596502,4080.153100280207,model_3,WI
theta,1,1.0038456384491654,0.9993931649973916,4131.845055986194,model_3,WI
alpha,1,1.0001366063070969,1.0001366063070969,6372.371602763601,model_1,WV
sigma_a,1,0.9997622497449512,0.9997622497449512,6294.3445828871845,model_1,WV
sigma_m,1,1.0008874554710527,1.0008874554710527,4133.157074822045,model_1,WV
sigma_t,1,1.001446461745936,1.001446461745936,2455.9526990222334,model_1,WV
theta,1,1.005834239810664,0.999538979313628,2043.0780116778576,model_1,WV
alpha_intercept,1,0.9999880030672222,0.9999880030672222,2437.1342914472903,model_2,WV
alpha_trend,1,1.0000302916300716,1.0000302916300716,2454.161604817374,model_2,WV
sigma_ai,1,1.0000643088000198,1.0000643088000198,5592.405963088845,model_2,WV
sigma_at,1,1.000061535138509,1.000061535138509,5485.921837282784,model_2,WV
sigma_m,1,1.0000347045462763,1.0000347045462763,3819.177845827032,model_2,WV
sigma_t,1,1.0006010271474768,1.0006010271474768,2186.1082451316397,model_2,WV
theta,1,1.0077855912031246,0.9995650721780284,1682.3482892201118,model_2,WV
alpha,1,1.000863558093972,0.9995274945372272,6014.741193141671,model_3,WV
sigma_a,1,1.001338505022772,1.001338505022772,2629.703846619284,model_3,WV
sigma_m,1,1.0001608080598068,1.0001608080598068,4373.299781476638,model_3,WV
sigma_t,1,1.0013927853996614,1.0013927853996614,2710.6730252901643,model_3,WV
theta,1,1.0060489201010958,0.9994599388286016,1937.272460218164,model_3,WV
alpha,1,0.999704226037872,0.999704226037872,6035.51408618519,model_1,WY
sigma_a,1,0.9998074043700024,0.9998074043700024,4595.028715880272,model_1,WY
sigma_m,1,1.0011708657855731,1.0011708657855731,4901.818623802123,model_1,WY
sigma_t,1,1.000272637297403,1.000272637297403,3311.219697971706,model_1,WY
theta,1,1.013325108072111,0.9999826330489144,989.9523794961996,model_1,WY
alpha_intercept,1,1.0005297241181748,1.0005297241181748,4131.458663674146,model_2,WY
alpha_trend,1,1.0003059069543103,1.0003059069543103,4056.611933448085,model_2,WY
sigma_ai,1,0.9998350834192454,0.9998350834192454,4799.418090989622,model_2,WY
sigma_at,1,0.9999926870480448,0.9999926870480448,5630.464245167343,model_2,WY
sigma_m,1,0.999527949089858,0.999527949089858,5473.888205736054,model_2,WY
sigma_t,1,1.0005495193158929,1.0005495193158929,4812.642780343872,model_2,WY
theta,1,1.010670766776926,0.9998071044441148,1415.7054451509402,model_2,WY
alpha,1,1.000327967591514,0.99960260911565,6812.87706246283,model_3,WY
sigma_a,1,0.9999219234577748,0.9999219234577748,3389.440073907304,model_3,WY
sigma_m,1,1.000140057648045,1.000140057648045,4961.463391842576,model_3,WY
sigma_t,1,0.9998636299695512,0.9998636299695512,3771.983846364014,model_3,WY
theta,1,1.013813703747952,0.9996898343590668,1179.4479245997743,model_3,WY
